name,dck1,dck2,dck3,pd1,pd2,pd3,pg1,pg2,pg3,rd1,rd2,rd3,rg1,rg2,rg3,sov1,sov2,sov3,yd1,yd2,yd3,yg1,yg2,yg3
GTR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
GTS1,4934,3303,3600,5519,3767,7360,4178,3411,3647,4935,2716,3377,5150,4159,4730,2743,13470,2900,7945,5194,6782,6095,4705,2140
GTT1,505,531,526,87,42,56,33,53,27,41,33,34,60,52,50,551,2372,736,384,220,253,57,74,38
GTT2,3225,2669,2407,928,163,750,163,239,147,181,137,233,214,220,296,2574,12644,2913,1192,994,842,260,226,89
GTT3,1716,1545,1392,30,338,129,126,184,84,93,230,111,145,209,163,1700,6696,1836,1149,774,870,380,350,170
GUD1,2160,2171,1763,940,1240,2839,1115,897,783,1584,781,979,1550,1103,1361,1020,4202,1195,3510,2143,2524,1909,1419,870
GUF1,339,311,206,2,20,0,9,9,9,0,9,2,24,35,30,297,1303,292,129,99,81,16,42,15
GUP1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
GUP2,3164,2348,2625,533,1436,870,555,1108,502,898,774,644,607,1093,622,2664,9192,2515,1893,1461,1518,681,1299,477
GUT1,450,194,172,982,1004,2149,1108,478,782,742,386,917,1051,602,1187,557,2796,599,1049,789,1031,1038,1071,707
GUT2,795,568,914,14,10,34,346,350,112,12,15,11,285,324,227,97,785,134,583,455,575,397,323,187
GVP36,3793,2520,2262,43101,28756,164029,29641,26962,58352,41399,31531,79852,33450,30491,132901,3736,18278,4036,13946,9306,15908,18998,19770,24204
GYL1,989,400,546,1320,898,519,542,435,376,836,619,335,707,380,443,289,1348,203,1790,950,1296,841,489,371
GYP5,315,360,281,1392,1117,1841,677,962,587,1364,557,1015,859,1035,872,75,283,60,1403,1158,930,962,1263,473
GYP6,2399,1958,1806,22,62,374,91,93,111,66,206,148,75,150,111,2535,10377,2651,849,574,553,213,217,75
GYP7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
GYP8,1579,1229,1394,10364,10540,23715,9655,7474,8835,6952,5301,8078,10217,7105,14704,2557,12445,2823,4440,3202,4392,10187,9064,7192
GZF3,685,840,526,722,482,1709,1071,532,676,775,433,619,1014,635,1589,540,2972,601,2020,1171,2271,2030,1402,1077
HAA1,2548,2250,2800,93,112,50,1740,2037,524,39,46,15,1756,1816,1261,359,2328,647,3479,2169,3142,2268,2012,901
HAC1,1023,468,766,536,1488,1521,459,1069,687,507,1537,737,612,1188,1002,379,1358,316,788,804,615,597,1556,540
HAL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
HAL5,842,840,825,1735,4674,7500,1272,2994,3919,2212,2996,4653,1543,3253,3741,61,218,125,1637,1152,1180,1549,2880,1579
HAL9,932,1054,696,570,981,1272,1009,952,820,718,783,794,1188,1051,1155,395,2240,575,2630,2123,1821,1472,1682,803
HAM1,404,382,329,14,18,10,33,14,2,9,28,4,22,7,2,286,1356,271,125,123,91,18,38,18
HAP2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
HAP4,126,82,117,0,0,0,0,0,0,0,0,0,0,0,0,14,65,20,26,17,9,0,4,0
HAP5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
HAT2,672,666,949,12,67,33,8,10,8,8,73,34,31,20,42,985,3286,1256,477,399,358,76,115,23
HBN1,11468,9439,9807,4689,1588,3264,2160,1225,1525,2944,1136,1800,2420,1289,2423,8203,37681,9566,5967,4473,4503,1770,1769,821
HBS1,256,207,239,321,1061,449,107,457,175,152,323,124,154,457,189,6,104,23,242,338,152,199,726,154
HBT1,566,347,472,234,36,219,243,128,57,116,31,24,268,119,259,761,2453,772,373,168,255,245,212,199
HCH1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0
HCM1,1599,1579,1905,121,84,187,133,150,99,172,46,55,75,184,175,746,3091,734,1024,817,686,252,250,105
HCR1,22,0,32,1,0,0,0,1,0,0,0,0,3,0,0,126,253,57,6,20,4,0,0,0
HCS1,753,665,473,1196,1574,1728,1924,1219,1347,1694,618,1030,2046,1175,1789,420,2052,598,1930,1154,1777,2253,1646,833
HDA2,69,168,75,0,0,0,0,0,0,0,0,0,0,0,0,63,65,78,36,35,30,2,4,2
HEF3,1538,1250,1342,166,156,128,148,124,46,171,110,102,230,112,156,2028,7747,1957,974,679,689,190,249,97
HEH2,698,403,460,62,27,163,57,46,32,97,66,54,55,66,65,579,2981,649,276,196,222,58,52,41
HEK2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
HEL2,26,27,95,14,6,26,1,4,4,5,5,12,16,9,12,7,48,6,18,16,14,13,24,6
HEM14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
HEM25,1010,588,474,22,16,141,37,22,111,2,32,14,34,49,164,556,2099,360,612,660,708,406,376,333
HEM4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
HES1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HFD1,2345,1443,1735,196,739,212,208,286,72,432,316,97,224,295,74,1845,8882,2232,941,685,616,239,215,85
HFL1,1075,805,862,394,546,1627,405,282,515,485,308,792,529,391,664,213,1323,281,1261,723,965,552,418,220
HFM1,831,503,685,67,94,36,90,86,68,122,182,21,99,101,85,952,3911,814,486,386,405,81,85,66
HGH1,305,371,160,1,316,424,15,437,220,134,492,234,88,423,191,57,452,81,220,285,124,177,702,164
HHF1,465,309,314,68,0,2,254,2,19,147,1,38,247,0,5,294,1221,194,117,113,110,41,103,23
HHF2,549,543,470,29,13,92,101,44,34,46,16,55,112,28,29,632,1963,543,373,322,295,100,87,46
HHO1,376,417,154,860,2737,3992,504,1915,1887,470,1570,2015,574,2028,2544,28,173,36,902,852,606,930,2186,801
HHT1,410,369,291,144,308,1389,291,692,723,205,509,693,295,584,1034,134,978,176,389,333,334,492,875,387
HHT2,594,422,321,1193,2536,1979,1024,1746,1132,1164,1670,1131,1034,1850,1407,119,149,61,971,1128,753,949,2464,895
HHY1,265,136,173,0,0,0,6,12,7,36,0,0,9,22,0,116,473,150,94,92,84,28,41,10
HIM1,1715,843,1195,880,991,1981,961,1498,810,470,505,710,850,1278,1309,862,4665,822,2001,1233,1806,1796,1425,1056
HIR2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
HIR3,1033,890,1027,176,437,156,281,198,162,309,186,102,424,245,132,164,489,125,1474,1113,940,441,530,177
HIS1,1669,1033,1248,196,266,328,92,252,80,144,93,89,130,239,58,1815,5446,1885,804,752,720,236,264,124
HIS2,1759,1172,1303,165,11,82,352,208,267,69,26,37,312,197,509,757,3615,1177,1096,790,829,572,497,169
HIS3,1145,667,554,73,174,207,59,110,39,44,89,57,119,87,44,800,3294,885,608,371,416,93,126,60
HIS6,423,246,294,201,387,324,178,319,120,273,295,97,163,351,198,62,151,21,555,432,369,271,423,225
HIT1,63,82,34,0,0,0,0,6,0,0,0,0,0,11,0,48,191,36,39,81,24,22,31,3
HLJ1,829,870,769,223,30,104,18,12,15,8,10,8,26,17,113,665,2379,1025,413,287,302,114,110,45
HLR1,3112,2421,2454,128,46,223,2019,1478,538,122,24,23,1830,1099,1278,787,4127,1065,2750,2113,2352,1649,1455,575
HMF1,1102,646,601,463,397,72,313,528,161,394,117,8,279,376,505,1203,5805,1329,1090,916,966,551,709,315
HMG1,2101,1787,1559,751,692,1089,626,495,403,987,366,398,748,572,650,1137,6220,1635,1851,1159,1503,938,709,391
HMI1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
HMS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0
HMS2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HMT1,750,502,648,54,34,90,36,13,4,33,2,2,37,18,30,646,3818,684,304,224,181,54,103,16
HMX1,63,98,89,0,55,0,0,63,16,0,91,6,0,48,22,28,108,47,73,90,62,26,48,11
HO,976,579,594,0,6,4,46,10,68,142,33,127,57,22,129,582,2351,608,399,351,211,93,140,38
HOC1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
HOG1,1524,1677,1788,1318,1592,2960,841,821,1210,1213,932,1444,1210,1062,1689,2291,9879,1961,1515,1025,1188,1166,1317,541
HOM2,269,193,194,24,12,29,8,2,7,12,4,6,16,5,10,211,926,285,89,50,58,16,14,6
HOM6,732,789,887,74,65,68,23,4,27,155,6,60,50,19,68,328,2018,184,381,305,245,116,114,64
HOP1,668,696,484,1385,3458,3958,1229,2939,1798,1623,2460,2186,1529,2895,2105,107,370,221,1701,1344,1049,1468,3687,1187
HOP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
HOR7,1001,779,755,434,47,146,81,60,56,71,31,63,105,34,100,1170,4805,1078,371,268,276,90,76,58
HOS1,220,325,472,1965,787,3054,1240,1078,1103,1279,928,1104,1308,1119,1738,44,423,18,1070,678,911,1224,1416,684
HOS2,645,425,457,73,55,880,68,66,82,76,264,210,109,93,189,627,3270,761,278,216,263,156,225,75
HOS3,1608,2080,1683,135,146,81,193,129,99,281,136,53,241,143,81,2284,8561,2475,993,668,676,241,256,82
HOS4,2490,2709,2428,795,602,484,389,423,137,740,718,192,366,542,203,6262,22373,4673,1171,1103,985,544,724,228
HOT1,1654,1189,1145,536,322,810,396,299,401,470,285,521,433,251,620,999,3823,848,1125,1067,996,330,419,163
HOT13,2620,2832,1897,65,107,336,149,102,119,97,21,200,160,159,117,2686,12010,2706,879,709,622,237,206,112
HPA3,2222,1602,1942,504,709,1714,713,451,557,655,497,343,791,472,752,1857,7770,2142,1474,1096,1086,620,572,356
HPC2,97,51,48,2,0,2,2,3,6,4,4,2,2,2,5,15,60,22,28,30,36,6,6,6
HPF1,1727,1457,1486,729,511,2116,724,226,526,808,308,556,940,311,698,695,3971,1194,1914,1049,1490,700,578,413
HPM1,703,679,492,122,302,391,279,405,380,140,80,147,439,310,645,1525,6531,1315,872,1063,869,997,1332,709
HPR1,1,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
HPT1,1674,839,960,157,351,47,89,187,79,128,189,134,130,212,170,2022,7975,2140,605,500,372,199,383,100
HRB1,3264,1717,1870,278,128,288,321,77,120,409,20,192,354,66,159,2875,12098,2591,955,838,646,236,242,87
HRD3,178,232,80,127,1110,474,56,498,254,72,686,284,62,691,238,99,419,121,219,368,189,279,1243,184
HRK1,2513,1416,1779,177,313,584,261,131,147,460,115,168,424,195,308,3410,11874,3162,1001,764,754,248,270,139
HRQ1,1507,1305,881,1550,3824,4420,1220,2420,2040,1083,2459,2617,1392,2537,2641,821,4808,1178,1708,1576,1109,1518,3417,1202
HRR25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0
HRT3,2216,1647,1484,397,147,153,219,126,68,263,131,95,220,132,86,1921,8494,1655,838,556,538,176,188,72
HSC82,1430,1108,1181,49,400,192,145,193,80,169,183,194,175,176,138,2195,7324,1873,841,655,692,278,215,103
HSE1,7666,5761,6408,443,79,311,770,329,136,773,131,234,810,253,287,11357,48813,11226,2503,1838,1898,487,601,294
HSL1,652,351,522,798,1083,525,472,357,298,1026,1177,447,518,650,398,547,2249,350,372,282,331,403,910,334
HSM3,409,301,383,170,78,192,36,41,100,55,42,133,62,48,95,821,3317,850,282,190,151,97,124,32
HSP104,5503,4563,4763,1091,600,1369,4510,2811,2019,814,309,619,4864,2530,3595,669,2735,1021,5620,4591,5216,3758,3791,1625
HSP12,329,404,184,710,977,1735,768,1492,1054,500,805,934,731,1246,2072,386,2137,378,200,151,219,672,988,652
HSP150,667,522,402,734,780,1485,1073,751,899,1031,680,760,1168,704,951,182,1191,183,1197,594,916,1153,994,558
HSP26,470,280,332,0,4,0,2,11,2,0,45,0,3,12,2,335,1870,283,145,140,121,39,52,24
HSP30,897,757,847,365,425,351,164,274,113,96,488,106,164,261,97,1024,4385,1197,501,402,349,203,198,65
HSP31,628,595,649,1670,5563,3713,1237,2779,1901,1437,2770,2211,1446,2659,2648,117,464,132,1600,1344,1110,1338,3345,1207
HSP42,955,679,774,155,240,516,135,110,75,320,126,74,162,114,104,1015,4176,1191,513,453,441,153,124,72
HSP78,1263,921,1294,556,691,1389,947,1101,1061,514,513,925,943,1064,1611,508,2603,556,2015,1503,1659,1765,2266,1237
HSP82,2776,1749,1708,123,121,81,355,107,59,259,104,95,331,131,54,1817,9266,2519,1177,879,850,295,347,97
HST1,622,382,434,37,31,94,28,16,22,102,11,10,45,24,34,791,2603,847,283,160,192,57,59,24
HST3,1174,583,757,409,173,4,130,101,14,348,73,2,166,139,46,721,3033,852,451,412,423,121,131,63
HST4,850,781,666,173,285,336,99,192,48,141,216,138,95,171,70,729,3543,612,484,337,365,126,213,80
HSU1,2233,1603,1650,444,112,509,186,114,180,138,121,134,252,149,219,2024,8730,1952,871,772,702,257,234,99
HTB2,414,186,112,0,32,2,0,17,0,0,9,0,0,10,0,303,658,368,68,81,43,10,21,4
HTC1,627,432,413,534,1477,738,808,1096,510,676,862,617,834,1067,873,297,1311,416,1241,821,1092,999,1032,522
HTD2,14,70,52,0,0,0,0,2,0,0,0,0,0,0,0,22,147,35,34,58,15,8,5,0
HUA1,1213,629,1244,404,658,452,389,371,305,413,303,361,542,368,393,237,965,283,1393,1107,815,634,700,235
HUA2,532,369,317,1,60,2,14,84,6,11,101,23,26,91,17,517,1931,476,273,198,216,65,65,28
HUB1,3962,3167,3116,92,94,111,1799,1968,888,44,42,37,1684,1651,2215,430,2192,767,2920,2118,2618,2088,1902,852
HUG1,3479,2406,2807,108,216,749,277,897,221,269,193,192,372,727,505,3134,13981,3194,1983,1387,1409,746,704,339
HUL4,8,20,0,0,0,0,0,2,0,0,0,0,0,0,0,2,21,0,0,0,0,0,0,0
HUT1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
HVG1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,0,0
HXK2,1358,1603,1272,162,217,128,104,182,73,111,62,85,119,165,136,1182,4045,1820,2136,1548,1583,466,335,191
HXT1,141,133,160,169,393,714,153,363,247,203,57,187,181,344,284,31,226,11,535,479,486,367,511,239
HXT10,1441,1222,1165,190,204,193,102,50,89,121,59,132,139,76,172,1032,5629,1200,589,361,340,131,108,61
HXT14,2089,1647,1262,697,134,147,196,140,62,231,76,81,241,143,176,1679,8946,1968,1068,761,768,227,248,118
HXT17,991,573,778,923,1708,1605,1440,1917,839,1115,906,889,1315,1652,1712,386,2746,892,2247,1319,2648,2452,2320,1593
HXT2,873,851,831,212,61,85,109,54,35,199,192,84,103,101,93,1409,4891,1327,577,431,445,176,175,55
HXT4,228,162,104,158,763,796,118,604,325,218,491,269,145,515,502,23,165,3,411,332,244,286,562,208
HXT5,166,71,149,13,2,10,10,4,8,35,28,19,16,8,32,157,430,146,96,70,80,13,31,10
HXT8,1773,1456,1305,89,347,116,94,329,117,179,280,116,138,301,218,1183,4265,1202,908,768,724,204,166,122
HYP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
HYR1,2804,2810,2084,9041,5288,6794,6994,5646,4439,6193,4693,3185,7571,6018,6749,502,3046,699,4016,2845,3393,5115,4153,2453
IAH1,1685,1183,1262,878,1001,755,1157,964,636,1091,840,522,1206,873,741,224,1339,202,1984,1510,1345,1247,1170,504
IAI11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IBD2,766,719,544,1003,4388,3173,1041,2945,2004,1425,2655,1873,1186,3141,1981,52,321,156,1664,1334,1109,1525,3123,1067
ICE2,598,663,697,2738,2160,708,3405,2322,774,3757,2464,792,3730,2690,1961,356,1065,247,708,808,702,1183,1456,672
ICL1,383,160,194,46,0,24,18,0,24,25,1,32,14,0,76,344,1288,272,162,101,98,54,49,19
ICL2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
ICP55,906,517,763,182,76,195,164,151,93,223,84,32,208,110,101,739,2781,725,365,260,293,251,193,88
ICS2,823,563,589,71,27,65,434,285,143,81,26,70,402,260,355,350,2060,397,683,405,490,404,239,140
ICS3,854,791,914,17,69,18,89,55,24,90,17,37,72,59,27,1014,4189,1161,536,358,386,130,149,54
ICT1,824,496,580,134,0,99,54,11,67,118,15,97,91,8,117,910,2981,1204,356,238,287,97,52,45
ICY1,2393,2161,2681,1266,545,958,413,424,361,592,499,412,658,419,512,2428,10372,2658,2369,1531,1744,803,660,379
IDH1,369,265,308,0,0,2,4,0,0,6,0,0,6,0,1,213,1529,145,34,67,31,2,21,8
IDP1,948,595,603,1250,1064,1183,985,786,580,840,1035,572,913,778,1101,332,2430,368,1017,581,886,955,741,419
IDP2,247,333,296,91,226,73,37,133,68,50,177,63,39,109,57,394,947,299,264,251,187,96,159,46
IDP3,3464,2723,2906,650,309,428,230,232,153,323,195,197,257,271,229,3629,16628,3546,1585,1041,1015,297,291,145
IDS2,1186,753,1131,1849,2440,3246,1319,1926,1970,1301,2278,1580,1594,2224,2275,392,3049,798,2461,1669,2084,2091,2685,1390
IES1,499,406,468,9,9,2,8,2,27,14,2,10,14,22,19,316,1427,420,111,74,83,25,22,22
IES3,232,31,229,0,0,0,44,1,0,0,0,0,24,0,1,206,957,255,55,90,40,18,25,8
IES4,497,554,372,1927,3280,4551,2168,2179,2208,1946,1682,2276,2149,2079,2887,1432,4810,956,1317,1167,1391,2730,3049,2069
IES5,618,1020,644,0,62,3,20,65,6,4,39,22,35,54,33,1039,4354,1246,187,205,144,29,70,36
IFA38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IFH1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
IGD1,1322,1263,1063,3375,1618,2766,1781,1437,1121,2169,929,1127,2005,1335,1477,269,1679,432,2507,1585,2211,2298,1955,977
IGO2,1132,892,821,137,167,614,794,806,498,128,104,192,770,731,1067,753,3632,699,1338,778,1126,693,566,310
IKI3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0
IKS1,558,175,457,75,164,91,57,67,49,83,83,78,69,87,65,486,2114,550,305,236,223,158,151,64
ILM1,6,41,103,2,0,2,2,0,11,0,0,14,9,4,9,91,110,34,233,355,193,30,78,34
ILT1,1415,893,855,303,140,105,88,103,31,77,160,80,86,93,80,1222,4542,1229,567,523,450,124,98,77
ILV1,197,74,152,32,2,14,16,37,33,25,2,34,28,6,20,8,197,28,70,62,64,25,22,6
ILV6,2029,1599,1505,445,138,42,180,104,23,393,111,55,217,104,68,548,3515,933,768,659,620,210,250,98
IMA1,2334,2003,1938,1050,712,1750,849,621,921,1094,470,1262,1034,572,1446,656,3586,648,3262,1929,2362,1335,976,506
IMA5,1462,1199,1095,8432,6437,16007,7694,6057,6336,5618,3890,5574,8178,5728,11217,2218,14084,2690,4560,3454,4372,6939,6389,5222
IMD3,2271,1632,1844,17078,16559,37002,16032,13374,17636,14382,10082,15919,17161,13603,26551,4288,17321,3725,8006,5671,8008,15791,14592,11462
IMD4,1132,968,1056,160,354,303,113,107,130,125,147,169,135,143,188,1294,4871,1247,730,564,576,143,170,106
IME1,1828,1591,1774,129,211,42,164,107,36,112,191,42,166,160,109,1628,7343,1784,1051,671,683,271,253,107
IME2,766,915,891,138,13,54,64,5,60,41,3,113,74,13,134,815,3027,1012,305,230,257,79,103,39
IMH1,1033,967,992,295,251,11,135,104,48,494,202,18,180,117,70,1968,7139,1581,745,483,581,129,139,81
IML2,1798,1253,1472,553,163,108,238,136,21,196,117,25,290,159,98,2030,9538,2094,747,593,640,220,206,70
IML3,1349,939,1069,211,221,162,175,141,134,334,95,164,240,174,114,1240,3633,1331,767,504,607,189,202,95
IMO32,1127,1048,847,434,424,754,280,329,151,297,230,224,382,358,136,863,3784,937,743,651,547,262,461,129
IMP1,28,61,0,0,0,0,0,0,0,0,0,0,0,0,0,54,0,3,17,10,4,2,0,0
IMP2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
INA1,336,225,219,40,13,68,22,19,7,6,22,20,19,13,36,292,1740,326,151,85,101,37,37,20
INA17,2382,2088,1942,524,504,845,278,284,341,282,451,211,358,312,504,1955,10434,2406,1115,1005,941,418,593,256
INA22,947,921,753,30,31,7,95,27,30,39,11,16,83,12,18,568,2562,676,486,360,259,63,72,49
INH1,26,27,24,0,0,0,0,0,0,0,0,2,0,0,9,16,137,40,18,35,12,6,3,0
INM1,0,0,0,1,0,2,2,1,1,0,0,0,1,1,3,0,5,0,0,0,0,0,0,0
INM2,4,7,7,8,7,34,12,5,8,10,3,7,18,17,16,6,15,6,10,9,10,14,16,8
INO1,1120,803,839,2077,864,1563,1522,935,1008,1456,850,937,1711,1074,1372,392,1199,264,2753,1804,1839,2117,2017,788
INO2,799,491,566,0,13,0,2,17,1,1,0,0,4,19,1,1013,3801,813,164,188,89,30,58,20
INO4,1713,1235,1391,49,53,4,42,62,8,48,3,4,44,46,11,3179,12555,2452,190,183,139,41,52,21
INP1,2691,2431,2195,449,100,224,256,77,90,456,86,120,323,114,124,3043,13369,3649,1389,1110,1025,364,299,148
INP2,496,432,591,0,110,243,2,140,56,1,67,51,0,78,66,651,2303,631,483,392,393,102,94,36
INP51,8661,6180,6203,1161,750,948,1783,1799,848,1000,592,640,1990,1843,1779,2757,15669,3468,5262,3838,4232,2098,1968,909
INP52,221,221,296,1557,582,1643,874,648,532,832,702,580,908,782,575,89,333,65,413,244,322,517,893,602
INP54,897,468,842,854,922,2104,543,555,588,772,480,616,542,583,662,461,2273,572,918,675,606,611,756,362
IOC2,5232,3763,3682,727,271,419,645,249,246,743,161,416,639,278,357,4576,20667,4609,1962,1385,1522,621,461,334
IOC3,1820,1874,1739,1448,1923,3038,1541,1995,1469,1244,2138,1326,1331,2459,2102,823,4684,1247,1544,1303,1245,1701,2854,1228
IOC4,1171,842,899,125,73,95,45,88,38,112,91,43,118,51,81,1269,4718,1234,296,272,170,56,38,31
IPI3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
IPK1,4419,3617,3248,244,0,4,64,9,14,55,2,0,50,2,3,1901,9828,1940,272,382,195,56,118,51
IPL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
IPT1,1130,1025,1180,341,406,264,381,269,104,746,301,130,432,224,171,5397,13285,3035,870,689,651,371,385,143
IRA2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
IRC11,556,328,463,52,36,16,61,11,24,16,8,35,69,26,68,372,1521,482,323,176,149,72,69,28
IRC13,243,281,217,1,0,14,4,15,11,0,18,2,4,6,23,207,920,237,160,140,62,41,42,12
IRC15,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IRC16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
IRC18,1473,1058,1231,474,200,234,229,148,85,397,143,163,309,154,160,1576,7118,1474,858,537,571,274,244,95
IRC19,43,34,61,0,1,0,2,0,0,0,0,0,0,0,0,64,40,12,71,78,24,0,24,0
IRC2,1551,944,1363,372,624,218,258,123,104,238,244,195,264,140,108,3236,10481,2066,970,702,788,254,252,133
IRC20,1504,873,1214,469,151,59,217,156,48,279,170,19,302,184,60,1452,5378,1252,864,602,680,225,242,117
IRC21,636,500,488,79,38,60,67,53,31,54,10,43,74,56,34,1231,4074,882,562,377,345,169,157,56
IRC22,2187,1580,1606,148,444,189,108,305,132,126,327,197,160,300,185,2304,8475,2177,1024,723,770,241,248,115
IRC23,501,484,498,41,12,64,39,15,12,55,6,11,33,32,17,601,2105,576,185,151,112,41,47,30
IRC24,2260,2355,1950,829,254,396,444,184,92,432,145,189,378,145,207,2097,9101,2449,1025,871,719,199,252,127
IRC25,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0
IRC6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
IRC8,1213,626,632,0,53,34,2,59,45,0,51,43,5,44,45,1070,4461,1052,354,204,220,64,69,26
IRC9,767,699,656,1860,984,1774,1550,1096,846,926,579,798,1558,930,1450,470,2010,547,1650,1028,1666,1732,1499,890
IRE1,1108,653,741,446,676,1303,71,285,707,187,282,1068,152,278,1016,178,1519,176,1174,753,968,537,452,277
IRS4,353,266,456,68,120,1264,286,327,525,192,141,569,272,370,637,95,667,39,645,370,453,295,368,144
ISA2,76,56,102,0,0,0,0,2,0,0,0,0,3,0,0,151,871,164,32,48,19,6,4,0
ISC1,390,254,301,17,6,0,45,2,4,35,74,40,26,14,9,41,208,94,187,119,161,63,51,38
ISC10,7334,5709,5944,780,405,958,683,421,288,595,322,272,868,337,444,7296,31353,7306,2868,2017,2014,632,622,242
ISF1,2117,1249,1605,455,257,127,60,136,171,344,60,142,112,158,161,1512,7447,1553,721,525,429,188,174,114
ISM1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ISN1,883,752,731,80,45,66,96,56,14,69,61,34,69,36,17,868,3865,837,350,230,230,60,65,41
IST1,6040,4448,4819,2647,3145,2855,2430,1947,1282,2467,1744,1538,2832,2078,2167,5499,25772,5932,5222,3495,4312,3538,2846,1565
IST3,575,498,409,10,0,0,6,0,2,20,1,0,5,1,4,174,854,238,120,133,74,24,22,6
ISU1,1795,1240,1526,526,197,1414,386,180,430,494,211,538,374,177,519,1964,8209,1891,1157,710,804,462,287,156
ISW1,1052,992,1041,139,4,1,85,1,2,42,2,0,97,20,1,1073,3822,1599,329,351,304,94,122,56
ISW2,1887,984,1173,144,24,7,209,17,11,103,51,3,215,32,23,2070,7318,1724,675,599,619,129,156,73
ISY1,1626,1369,1389,40,106,207,74,63,93,139,76,86,97,62,131,1793,8350,1669,623,451,500,91,132,76
ITC1,1137,876,736,2160,3114,4973,2228,4833,2411,1276,2134,2568,2218,4260,3965,121,320,106,3119,2275,2256,2489,3725,1356
ITR1,1368,1133,1062,102,106,299,74,91,75,86,91,113,73,59,79,1407,5808,1388,386,270,336,97,135,70
ITR2,4425,2857,3297,24835,21462,41725,20352,15532,17934,17696,11069,16889,20423,14733,28531,6931,31912,7124,11677,8804,12775,21978,18790,14255
ITT1,1254,830,934,1111,2458,2748,666,1784,1318,677,1508,1201,748,1740,1740,121,426,106,1522,1138,1035,1371,2282,765
IVY1,1240,966,867,1222,361,714,677,541,472,482,417,610,741,621,688,608,3025,592,1379,877,1091,870,576,347
IXR1,704,611,279,0,3,0,0,21,11,0,8,1,1,6,62,865,3399,804,176,193,111,37,51,9
IZH1,1980,1436,1964,61,316,60,46,71,68,41,66,30,37,25,71,2161,9257,2235,652,480,457,144,162,68
IZH3,1475,1019,1168,89,94,177,308,221,32,107,88,37,351,214,115,2701,9045,2461,499,455,406,156,187,74
