name,dck1,dck2,dck3,pd1,pd2,pd3,pg1,pg2,pg3,rd1,rd2,rd3,rg1,rg2,rg3,sov1,sov2,sov3,yd1,yd2,yd3,yg1,yg2,yg3
YCR050C,405,333,333,406,296,56,235,182,149,319,125,174,271,173,93,561,4198,669,412,285,291,552,536,185
YCR051W,2145,2383,1530,2,2,1,90,13,16,87,8,10,86,34,13,2160,9186,2156,420,376,299,54,73,56
YCR062W,373,327,345,9,26,132,25,32,11,21,31,21,30,17,26,667,2663,598,288,242,181,79,49,65
YCR085W,855,830,612,542,231,489,333,282,451,230,347,488,413,558,379,784,4632,981,577,611,528,720,851,250
YCR087C-A,697,775,842,174,923,1171,392,308,428,365,218,352,463,406,448,979,7785,1238,692,666,582,723,727,241
YCR087W,509,512,575,441,449,127,429,321,240,375,310,341,497,364,208,739,4016,773,530,558,458,483,459,176
YCR102W-A,1303,1289,888,27,81,271,204,68,128,243,78,103,203,57,73,930,4088,1282,685,540,458,155,130,62
YCT1,1051,659,797,75,72,270,150,233,95,145,116,68,100,220,300,1015,5186,1173,622,303,311,306,252,234
YDC1,1509,998,975,12651,9333,20891,10816,7237,8749,10058,4959,8506,11326,7162,13739,1895,10027,2468,5352,3748,4894,10072,8471,6390
YDL009C,2,2,16,7,0,0,2,0,0,4,0,0,0,0,0,2,4,2,3,6,2,2,0,0
YDL011C,712,515,722,166,109,98,166,39,85,210,24,108,211,57,119,681,2693,548,395,284,291,83,55,39
YDL012C,2253,1540,1655,149,85,112,162,107,116,198,172,70,181,103,153,1725,7874,1627,1035,710,744,283,241,117
YDL016C,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDL023C,6,6,0,0,2,0,2,0,2,2,0,0,2,0,0,13,25,13,0,2,3,0,2,0
YDL026W,923,479,921,4901,6408,12013,5078,4235,5309,4128,2858,5200,5196,4366,7698,1707,8252,1714,3480,2530,3920,6293,5203,3989
YDL032W,209,72,8,0,0,1,0,0,0,0,0,0,0,0,0,70,360,138,8,22,11,0,10,0
YDL038C,959,716,754,413,71,22,68,53,73,86,9,105,100,29,120,1004,4681,832,480,358,511,105,114,75
YDL041W,1593,1431,1162,12,6,1,305,218,30,9,0,1,291,190,68,491,2027,533,959,797,762,379,370,158
YDL050C,74,28,25,2,4,0,2,6,0,8,0,0,5,2,0,16,188,30,16,6,4,0,0,3
YDL057W,156,94,234,0,0,0,0,1,0,0,0,0,0,2,0,157,859,132,44,49,30,4,14,4
YDL071C,2609,1673,1876,303,232,55,160,168,113,239,130,174,167,167,106,2523,9684,2759,702,526,453,149,145,62
YDL085C-A,502,367,350,83,7,32,36,23,10,65,11,34,35,13,33,349,1350,385,128,99,105,45,52,18
YDL086W,2680,1706,1794,235,441,298,339,244,74,401,190,152,295,288,136,2781,11334,2535,1169,953,872,288,225,124
YDL094C,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,2,14,0,2,0,2,0,0,0
YDL109C,1259,1243,1232,981,2354,1472,1698,1651,1032,727,1078,942,1575,1623,1974,991,4136,1028,2512,1762,2567,2221,2115,1222
YDL114W,1322,1040,1062,395,62,256,158,50,75,180,37,111,218,38,128,1153,6157,1234,548,503,418,169,146,70
YDL118W,266,266,249,0,2,1,0,10,13,0,22,0,2,19,11,57,248,9,446,229,212,82,92,55
YDL124W,1338,768,638,638,202,9,138,73,10,98,51,23,141,86,15,667,4012,737,502,400,388,130,105,44
YDL134C-A,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0
YDL152W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
YDL158C,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
YDL159W-A,3903,2454,3089,2783,4261,6468,1670,3191,2531,2483,4211,2993,1877,3341,2505,1528,6899,1424,6688,5867,4251,3775,5389,1960
YDL162C,1582,1078,1026,125,18,157,126,85,49,140,17,41,131,138,25,1001,4607,1298,691,500,435,114,171,83
YDL163W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
YDL172C,1412,995,881,0,44,73,27,106,22,30,42,1,41,107,30,468,2132,353,365,397,337,75,103,65
YDL177C,1472,1325,1292,3,175,487,62,83,118,7,279,144,58,116,166,1128,5868,1297,807,613,563,150,185,95
YDL186W,2189,1535,1604,808,187,190,248,54,114,775,124,123,300,92,148,2008,6365,1550,906,625,735,209,211,88
YDL187C,2158,2208,1978,16401,14425,28151,14150,10507,13322,10992,6771,12499,14418,9591,20638,4248,21122,4133,7116,5498,7664,14778,12474,9110
YDL199C,2841,2318,2234,128,173,575,236,108,150,262,300,248,188,115,299,2583,11204,3022,1670,1168,1176,340,395,131
YDL206W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
YDL211C,256,309,332,845,1615,1735,670,1378,1066,989,1432,1380,789,1175,1220,65,436,90,1002,715,620,874,1827,755
YDL218W,926,731,785,766,1177,1992,1094,1388,850,589,884,987,1072,1332,1372,522,2729,700,2129,1238,1858,1854,1490,995
YDL241W,2581,1564,2250,899,127,325,447,82,128,877,108,159,562,113,174,1873,10130,2335,1250,1074,986,287,298,166
YDL242W,1393,1602,1301,1218,727,2871,811,574,1014,1140,448,1426,1020,598,1320,485,2537,527,2882,1736,2327,1205,932,486
YDR003W-A,3352,2311,2735,882,714,1591,979,756,465,1454,930,779,971,951,927,2951,11741,2897,2624,1882,1715,1228,1322,669
YDR008C,280,67,141,0,0,0,0,0,0,1,0,0,0,0,0,29,55,2,30,51,24,4,8,0
YDR010C,2354,1586,1823,65,39,126,84,56,93,78,145,104,128,81,143,1887,6312,1833,1117,933,950,257,263,129
YDR015C,2306,1797,1780,2192,1270,1296,1218,920,878,1552,746,950,1410,745,1190,2001,6468,1826,2810,1835,2279,1974,1649,624
YDR018C,1030,887,829,1854,3227,3082,1552,2077,1542,1677,2236,1808,1912,2177,2005,149,724,115,2597,1858,1812,2021,2807,1164
YDR029W,1280,795,778,107,119,57,189,180,108,89,131,72,167,127,100,893,3571,983,890,652,608,205,243,107
YDR034W-B,4,2,12,0,2,12,5,2,0,10,0,2,6,2,8,13,52,8,0,8,2,2,2,2
YDR042C,267,173,207,0,0,0,0,0,0,0,0,0,0,1,0,279,326,313,70,93,45,12,15,4
YDR048C,333,234,346,168,361,42,63,90,47,148,92,38,76,89,142,94,446,63,269,414,176,140,212,48
YDR061W,447,304,230,1141,1644,1531,361,1144,798,477,1591,932,361,1153,1514,122,690,138,1137,1000,735,865,1360,508
YDR094W,12,0,4,0,2,0,0,0,0,0,0,0,0,0,0,2,19,6,2,0,2,0,2,0
YDR095C,2345,2259,1564,416,365,341,213,491,171,340,388,265,337,458,276,1900,7808,1820,1350,1175,1032,340,517,204
YDR102C,1535,1077,1027,296,205,100,214,85,75,260,44,45,253,95,92,1579,6881,1702,755,569,647,188,163,117
YDR109C,1280,736,801,1254,828,1809,870,645,582,1105,698,826,1019,577,926,347,1634,423,2735,1453,2081,1152,967,503
YDR124W,1991,1397,1291,533,262,195,377,147,125,208,357,154,295,95,286,1891,8094,1757,1187,973,923,305,319,153
YDR131C,3434,2366,2598,625,485,638,495,334,231,607,473,145,548,307,455,3170,12572,2940,1886,1666,1590,587,505,245
YDR133C,1187,942,858,205,188,367,104,118,282,163,133,427,203,141,408,1352,5898,1289,888,694,747,293,330,131
YDR134C,1152,850,796,328,237,317,300,188,91,218,170,69,305,178,99,1343,4846,1424,929,527,601,220,228,92
YDR149C,312,267,180,0,0,12,1,0,15,0,1,10,0,0,16,231,783,134,126,175,125,50,117,29
YDR154C,531,444,455,887,112,954,554,152,309,660,113,388,552,164,430,148,504,70,1607,1207,1265,764,739,385
YDR157W,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,2,0,0,0,0
YDR182W-A,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
YDR194W-A,4842,3721,3386,4901,3590,6124,2995,2467,2563,3456,1908,2998,3371,2300,3964,2815,12093,3752,5272,3310,4429,4184,3117,1516
YDR203W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0
YDR210W,513,293,314,1788,2713,4796,1000,2389,1887,943,2139,1999,1076,2372,2344,223,1313,319,1341,1173,891,1403,2895,1173
YDR220C,402,280,317,248,98,155,275,105,132,213,107,150,249,111,179,491,2125,414,290,181,240,168,189,118
YDR222W,202,111,92,50,0,2,5,6,6,9,8,0,2,4,6,155,362,133,42,32,25,19,12,6
YDR230W,63,50,134,0,140,0,0,220,0,0,183,0,0,162,0,99,226,42,22,32,23,10,8,8
YDR239C,374,299,475,4,160,4,32,54,8,0,8,30,23,21,46,618,2847,563,209,198,186,73,77,26
YDR246W-A,2449,1448,1449,1123,1253,2986,834,1092,1107,866,1000,1303,1018,1085,1727,1211,5635,1062,1720,1093,1364,1387,1212,781
YDR248C,2835,2162,2417,385,214,276,390,242,234,260,117,53,468,248,300,2532,11443,2644,1174,975,954,399,362,217
YDR250C,940,666,421,764,1402,2532,624,1623,1286,689,1801,1453,641,1544,1563,180,510,68,1155,995,749,1049,2091,914
YDR262W,2682,2151,2147,2186,977,1725,1384,745,945,1902,742,1367,1709,806,1348,683,2644,771,4431,2638,3106,1694,1319,838
YDR269C,2445,2459,2053,146,283,95,194,110,97,65,54,66,167,107,170,1568,7704,1655,1510,1219,1193,386,311,173
YDR271C,1443,1006,1242,76,119,97,62,75,17,59,27,7,51,108,55,973,5151,1187,803,594,473,174,148,81
YDR278C,497,579,363,225,667,912,242,812,387,308,647,455,240,749,634,159,975,148,489,387,270,395,844,352
YDR290W,1648,1410,1352,2085,1786,2575,3421,2988,1879,1388,993,1103,3026,2735,3794,1128,5533,1033,2597,2513,3084,5586,5901,3417
YDR338C,1087,545,645,417,341,154,312,197,139,335,143,166,435,259,123,618,2471,574,1281,710,925,333,253,96
YDR344C,2225,1506,1942,238,576,1435,155,236,153,217,257,174,174,295,244,2574,9041,2136,1106,988,819,229,348,130
YDR391C,1483,1170,1043,92,76,210,57,52,76,89,114,81,102,72,115,1449,5997,1462,706,435,501,125,114,78
YDR401W,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR415C,899,676,842,721,2263,4484,782,1336,1791,1064,1750,1878,763,1621,2358,773,3163,606,1295,1009,1195,1172,1825,1242
YDR417C,423,309,454,222,21,67,116,104,17,32,90,0,114,58,32,57,413,24,430,415,248,307,483,181
YDR426C,768,718,568,382,221,362,380,225,170,231,124,193,302,188,164,738,3019,784,532,367,540,499,455,242
YDR431W,802,668,532,77,228,68,55,171,37,68,143,16,73,108,13,520,2123,575,390,307,288,110,128,40
YDR433W,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
YDR444W,592,429,523,1142,2900,5558,781,2255,2384,1086,2064,3102,952,2335,3089,361,1415,304,1106,956,886,1173,2433,1106
YDR445C,734,602,761,1978,4202,6262,1508,2868,2580,1600,3054,3040,1540,2944,3727,178,876,168,1566,1089,1064,1391,3044,1454
YDR455C,740,501,565,20,44,6,48,19,6,20,40,14,76,12,37,1853,7188,1882,330,302,226,40,94,30
YDR476C,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0
YDR491C,345,341,265,27,8,33,8,18,2,8,18,33,17,41,67,422,1212,368,67,81,74,30,20,22
YDR509W,1133,1278,1284,169,67,556,233,30,170,472,60,302,286,43,292,1391,7273,1825,865,670,691,290,236,118
YDR524C-B,300,274,229,43,4,2,12,14,4,23,8,13,12,12,3,142,1038,232,137,102,91,26,33,20
YDR524W-A,437,346,288,145,40,178,82,51,20,155,96,83,103,50,69,272,1393,212,406,319,307,114,146,73
YDR535C,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
YDR537C,2178,1116,1490,365,48,6,72,34,14,89,26,5,118,64,47,1647,6546,1948,570,485,343,102,93,77
YEA4,1116,774,775,67,74,166,2403,2044,1179,72,36,39,2181,1833,2764,221,804,97,2498,1596,2499,2160,2041,1129
YEA6,3181,2949,2832,573,899,1287,571,635,350,672,885,359,652,601,586,2651,11465,3237,1638,1293,1134,553,800,228
YEF1,1948,1338,1587,603,147,388,192,116,55,204,165,59,235,92,66,1460,6873,1893,938,622,737,226,187,98
YEH1,856,745,600,557,990,801,595,580,626,511,902,839,625,727,944,129,1204,257,1662,1114,1027,1038,1006,406
YEH2,1078,787,907,53,20,67,12,36,49,9,26,54,45,19,78,2075,8025,1627,464,378,412,102,123,50
YEL008W,1075,696,690,62,42,9,56,59,23,77,63,46,69,57,12,1748,5659,1600,506,378,347,71,97,64
YEL010W,28,22,4,6,0,0,0,0,2,2,0,0,2,0,0,22,139,34,2,4,7,0,0,0
YEL014C,1708,1289,1661,8,81,127,31,130,79,102,144,94,52,133,89,2328,10298,2369,688,603,564,168,105,81
YEL023C,5688,4165,3963,763,548,1022,366,435,324,726,245,393,544,443,379,4238,19948,4317,2251,1645,1667,454,524,237
YEL025C,573,475,421,62,51,49,31,47,90,24,185,92,27,101,109,513,1052,535,203,218,153,129,196,38
YEL028W,3003,2919,1945,16,574,629,146,68,92,47,72,52,145,119,131,2528,13781,2721,925,695,664,149,275,100
YEL045C,46,51,64,0,0,0,6,2,0,0,0,0,10,4,4,54,218,47,3,14,0,2,6,0
YEL067C,3160,2557,2117,151,476,223,289,166,136,289,87,80,277,177,285,2697,9907,2980,1483,1064,1071,307,310,109
YEL068C,3655,2725,3154,116,164,180,1978,2401,868,205,87,64,2046,1923,1939,612,2593,660,4127,2995,3365,2100,2135,1012
YEL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
YEN1,768,684,680,2,83,136,5,14,68,16,2,81,11,6,76,610,3276,768,230,154,179,64,42,31
YER010C,2182,1494,1673,184,155,114,164,82,91,171,87,335,186,70,88,2611,9093,2367,828,722,679,149,195,139
YER034W,1229,866,1052,1346,128,77,205,104,69,250,105,93,239,89,65,1034,3847,931,470,320,351,79,150,81
YER046W-A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0
YER066C-A,8,4,4,0,0,0,0,0,0,0,0,0,2,0,0,0,25,0,6,0,0,0,0,0
YER067C-A,1937,1312,1161,132,442,317,122,171,196,132,201,114,80,168,379,1969,7255,1462,851,575,674,161,246,99
YER068C-A,1361,1017,1209,137,64,27,72,68,71,37,27,73,73,28,89,1477,6279,1606,597,538,464,136,124,78
YER079W,396,182,222,214,310,314,147,267,155,262,351,223,229,214,304,147,475,153,536,420,371,228,361,188
YER084W,68,47,37,0,3,6,0,4,0,0,2,8,0,0,5,58,301,52,24,0,20,6,6,5
YER087C-A,724,642,615,130,54,114,43,38,55,52,28,39,57,59,90,881,2293,605,230,179,227,49,73,36
YER091C-A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
YER097W,755,234,401,4221,2972,10098,3069,2640,2915,3081,2441,3790,3123,2922,7315,956,3509,889,1703,1089,1559,3277,2519,2229
YER108C,1160,969,937,541,285,441,186,71,92,210,76,211,292,129,130,1262,5215,1231,813,641,605,140,169,99
YER109C,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
YER121W,4044,3317,2828,153,242,515,216,136,203,243,194,309,245,239,280,3431,13718,3578,1441,1189,1208,332,398,162
YER134C,2981,1989,2291,709,1674,1567,368,1024,777,485,1235,786,480,992,1097,2470,10388,2885,1585,1247,1155,744,1399,616
YER135C,3172,1757,2096,137,149,337,213,143,141,115,56,48,220,164,276,2585,10893,3152,1132,873,899,314,301,183
YER137C,917,695,663,1194,1105,1911,1596,1447,1118,1240,920,913,1714,1303,1570,470,2544,510,1743,1152,1402,1831,1580,748
YER152C,1370,961,1096,272,223,231,192,111,54,205,105,49,217,90,61,1187,4209,1111,593,551,479,173,149,70
YER158C,4190,3265,3135,269,272,98,295,191,146,181,228,112,437,215,186,4098,18031,4343,2152,1657,1467,545,523,279
YER181C,9777,7080,7513,1373,1235,1540,486,1097,554,609,901,623,663,927,868,8826,39774,9607,4783,3604,3385,953,1063,574
YER186W-A,14299,11793,12607,3810,2287,3937,1800,1229,1065,3242,2081,1508,1848,1280,2243,8530,41489,11303,6465,4964,4685,1676,1348,698
YER187W,9264,6915,7169,8530,6982,12566,6865,5224,5695,6830,3645,5069,7875,5646,8412,2854,15670,3808,17035,10174,14147,10001,7327,4139
YET2,1680,1431,1228,390,154,829,192,116,135,320,126,121,249,85,171,1379,4872,1346,719,502,526,174,159,76
YFH7,1921,1588,1274,761,1060,1527,428,686,627,810,691,615,574,642,776,757,4798,1160,1542,1170,1287,777,923,431
YFL006W,885,593,690,63,265,104,107,89,30,151,209,63,131,130,35,142,464,248,597,428,394,175,184,51
YFL012W,2408,1812,1880,55,95,40,89,45,46,83,44,96,86,52,68,1572,10066,2412,486,310,306,89,81,40
YFL013W-A,1060,943,764,16,61,10,19,5,16,15,11,57,34,14,28,919,3641,1273,159,159,72,27,31,8
YFL015C,1895,2025,1693,143,86,114,96,102,62,197,85,40,142,126,60,1721,7492,1991,441,332,303,94,129,57
YFL019C,632,561,617,134,24,70,34,31,44,62,10,62,38,12,67,515,3656,654,171,159,128,52,38,34
YFL032W,470,538,530,342,146,450,234,158,186,349,181,189,204,148,245,228,980,266,696,377,461,305,293,209
YFL034C-A|YFL035C-B,1832,1473,1696,205,252,127,60,89,27,64,70,60,51,98,50,1546,7779,1900,598,490,412,141,147,67
YFL040W,1817,1475,1525,534,152,264,172,77,101,138,82,95,206,86,95,1543,7363,1875,743,521,563,154,189,63
YFL041W-A,24,18,18,0,0,1,4,6,0,2,0,0,4,3,4,4,53,14,12,4,4,0,14,4
YFL043C,814,532,494,451,1203,1197,521,1103,773,594,930,868,636,992,1046,305,1561,181,948,856,617,604,1544,604
YFL051C,1785,1500,1442,117,136,148,150,116,90,201,233,119,163,120,113,1506,6713,2021,938,579,609,131,183,56
YFL056C,2353,1708,1672,642,72,756,222,176,229,316,139,155,278,179,302,1746,9043,2427,1131,822,702,247,256,78
YFL063W,9167,7846,7459,331,617,609,551,466,281,889,267,292,605,490,453,6730,37470,9689,3984,3001,2968,743,824,389
YFR006W,1996,1819,1136,752,255,724,250,198,210,418,375,229,276,202,216,1464,7351,2160,1026,779,721,250,278,96
YFR012W-A,4236,3277,3626,1513,917,629,244,443,391,220,470,545,275,407,578,2947,16487,3917,2010,1524,1319,663,729,249
YFR018C,2957,2898,2314,231,125,326,149,102,57,151,177,136,164,134,111,2322,11040,2820,865,567,633,192,159,100
YFR024C,3656,2916,3126,135,103,171,2314,2169,1214,82,47,53,2286,1875,2332,358,2373,435,3764,2740,3370,2410,2124,973
YFR035C,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
YFT2,951,867,658,777,439,1021,357,312,290,496,329,372,362,363,479,297,1556,336,1518,762,1078,582,424,345
YGK3,108,72,91,12,22,78,13,0,17,13,0,10,8,8,20,113,590,130,42,21,19,8,8,2
YGL006W-A,4739,3216,3470,1357,1159,1538,1116,694,726,1631,557,1185,1230,645,879,4190,16965,3799,3147,2235,2565,1370,1072,534
YGL041C-B,1263,772,757,149,95,153,206,158,55,116,75,58,160,180,112,501,2992,550,323,391,211,147,267,49
YGL088W,133,52,62,0,0,0,0,0,0,0,2,0,0,2,0,47,239,70,14,20,15,4,6,4
YGL114W,2407,1794,1659,368,61,226,201,85,75,442,82,133,246,143,104,2311,8527,2425,959,792,738,235,295,124
YGL132W,149,113,100,18,15,11,10,21,3,33,12,12,7,8,8,97,653,90,75,81,54,22,29,18
YGL138C,151,127,159,24,2,12,7,16,10,21,1,15,12,19,14,163,570,205,96,95,77,18,28,23
YGL140C,2487,1693,1719,3285,6421,6604,2812,4391,2731,4270,4933,3737,3478,4691,3928,320,1761,421,6917,6042,4231,4484,6375,2189
YGL149W,1268,1068,942,99,81,18,97,10,14,48,0,12,107,27,51,1791,6988,1681,568,567,385,100,189,52
YGL152C,2460,2039,2140,726,127,466,199,134,128,313,120,151,252,199,153,3717,11989,2717,1453,1188,1217,457,422,150
YGL159W,6361,4497,4644,1595,1044,1563,648,547,430,1286,678,552,808,570,779,5726,20418,5223,3669,2630,2871,822,916,384
YGL165C,2387,2060,1894,182,52,1039,277,166,206,277,310,275,345,183,337,2268,9744,2626,1458,1099,1100,369,353,150
YGL176C,2670,1955,1936,2214,4742,4551,1728,3146,2155,2446,3529,2509,2098,3101,3131,442,1390,637,3989,3784,2908,2690,3910,1486
YGL177W,2773,2201,2418,494,210,154,327,90,92,392,179,48,312,138,135,1992,8306,1868,851,614,729,276,227,96
YGL199C,5043,4598,3970,209,225,638,204,274,256,236,237,303,299,257,418,5267,23234,6407,1932,1534,1422,364,426,207
YGL214W,1491,970,1236,11,2,6,183,157,41,12,14,1,176,141,97,2097,10782,2168,702,670,447,249,377,158
YGL217C,1749,1100,1567,146,409,95,93,274,89,139,693,198,99,275,148,1130,6233,1225,613,647,415,252,519,121
YGL218W,372,254,330,0,0,1,0,5,1,2,2,0,7,0,0,165,1149,183,40,63,24,4,10,6
YGL230C,3011,3007,2893,388,239,244,238,230,112,312,135,161,330,209,150,3333,16318,3699,1729,1226,1225,405,378,195
YGL235W,3230,3692,3018,713,567,1366,524,387,413,473,518,432,722,479,551,2418,13417,3016,2490,1788,1786,776,758,409
YGL242C,4228,2938,2834,278,106,356,253,106,185,281,57,130,351,95,216,5094,18170,4472,1408,922,911,230,250,131
YGL260W,1206,894,1114,153,174,743,103,172,340,194,152,347,167,191,457,895,3506,1003,846,634,576,260,446,166
YGL262W,1178,1235,961,233,107,46,110,65,62,191,33,50,105,60,67,1028,5210,1125,1009,679,638,173,191,98
YGP1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1,3,4,8,0,0,0,0,1,0
YGR011W,2514,1700,1644,3185,1241,2644,903,847,994,1382,949,1073,1125,770,1218,1911,7340,1613,2714,1834,2136,1481,1049,544
YGR016W,569,348,354,990,2772,4003,929,1965,1783,1013,1399,2054,831,2093,2344,253,722,249,1045,838,774,1300,2071,822
YGR018C,1136,891,790,149,23,21,79,47,28,264,89,16,125,90,94,741,3608,831,503,434,450,131,150,52
YGR022C,3640,2591,2656,2340,875,2869,1245,512,1237,1547,562,1615,1496,595,1520,2135,9565,2381,3369,2027,2430,1486,1244,671
YGR025W,2359,1735,1867,1973,788,2050,1274,928,813,1522,648,782,1615,823,1090,1244,4893,1251,3006,1800,2418,1288,899,581
YGR026W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
YGR035C,1296,953,1127,203,190,339,162,69,158,224,77,145,216,85,114,1583,5017,1517,677,471,464,134,137,67
YGR035W-A,0,8,0,0,0,0,4,0,0,0,0,0,3,2,2,2,13,2,4,0,0,0,2,0
YGR039W,1057,1175,971,139,118,155,174,69,45,140,65,25,177,42,127,1572,6254,1182,602,432,502,121,121,66
YGR045C,443,432,373,4379,3023,6705,3351,2516,2885,2727,1833,2812,3513,2450,5101,694,2932,784,1691,1309,1904,3147,2567,2352
YGR050C,69,67,43,236,121,446,174,125,77,197,108,153,154,150,300,204,856,150,115,75,95,183,192,241
YGR051C,377,529,534,453,497,373,327,193,166,400,186,196,381,199,203,241,955,302,1264,687,978,412,393,170
YGR054W,799,422,523,1634,662,1980,1113,629,690,938,406,657,1032,623,1068,420,1815,406,1949,1263,1681,1255,1078,501
YGR064W,326,143,221,0,0,0,0,14,0,0,2,0,2,19,1,57,191,25,101,118,45,62,122,10
YGR067C,1473,983,1100,274,188,15,108,141,15,80,187,21,184,160,77,1055,4108,1397,567,428,495,191,171,90
YGR069W,625,542,559,18,61,33,26,37,16,142,41,37,39,41,55,396,1887,467,289,255,193,54,78,47
YGR079W,578,333,294,665,215,376,367,342,380,242,189,330,331,341,519,324,1255,360,802,430,517,602,506,270
YGR107W,248,199,112,286,198,177,135,165,98,259,146,297,135,163,114,218,616,228,302,270,188,178,223,93
YGR111W,396,173,210,37,2,77,34,24,24,34,23,6,75,20,35,137,429,86,336,367,243,116,198,48
YGR117C,281,234,182,971,218,384,300,215,249,409,226,233,365,219,293,122,452,57,696,371,504,376,194,111
YGR121W-A,1,0,4,6,4,9,0,2,0,0,10,4,5,10,3,3,8,2,0,4,4,4,0,4
YGR122C-A,3331,2496,2287,685,254,1117,248,356,151,359,171,279,272,304,176,2275,11402,2424,1609,1102,1025,434,411,197
YGR122W,940,1023,878,45,6,32,86,62,7,8,6,3,92,32,18,2036,9071,2134,865,563,635,173,134,62
YGR126W,491,317,373,134,62,118,99,17,23,245,27,101,126,35,69,518,1699,371,323,287,257,95,91,63
YGR127W,489,278,313,239,6,44,56,35,55,166,43,63,110,18,45,270,1930,517,329,233,239,81,148,36
YGR137W,243,331,359,9,0,63,9,0,18,1,0,55,30,0,53,465,2223,455,137,97,96,44,34,16
YGR139W,5465,4342,3725,1352,1145,900,676,627,388,1188,836,469,846,687,791,4818,19112,4421,3023,2315,2515,675,816,365
YGR146C-A,3692,2926,3033,5324,2887,10117,4157,3155,2306,4023,2515,3009,4590,3434,6832,4764,22396,5025,3353,2383,2806,4419,3684,4043
YGR151C,994,574,687,1885,1460,1725,1459,740,915,2027,988,775,1897,779,872,399,2049,884,2264,958,1662,1760,1241,572
YGR160W,41,19,14,0,0,0,0,0,0,0,0,0,0,0,0,36,68,38,12,46,10,11,10,0
YGR164W,125,50,67,8,4,26,10,14,1,10,10,10,13,12,7,91,293,105,28,27,25,12,12,20
YGR176W,220,43,137,705,314,698,85,400,357,72,398,528,157,332,465,15,64,12,408,301,341,299,418,279
YGR182C,1617,1470,1668,9,40,167,56,233,116,31,26,112,74,202,151,2053,8090,1717,1117,953,821,200,227,112
YGR201C,194,208,165,337,262,612,190,174,145,371,150,222,277,151,356,41,218,60,620,397,336,351,376,219
YGR204C-A,3263,3152,3080,5054,3407,7773,5390,3247,3691,4154,2251,3399,5349,3259,4626,1366,7466,1734,5314,3168,4387,5328,3936,2329
YGR210C,695,969,615,38,10,72,80,42,74,73,32,55,65,40,83,784,3450,878,424,413,401,144,144,70
YGR219W,1028,898,1031,7,8,1,32,78,21,2,4,5,48,51,28,1293,4366,1183,393,405,191,50,80,57
YGR228W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
YGR259C,798,455,612,1859,3741,6629,1465,3713,2562,1397,3434,3239,1467,3555,3254,92,683,140,1964,1687,1281,1882,4278,1582
YGR266W,1189,864,865,2186,2972,3533,2125,2600,2260,1920,2128,2214,2296,2516,2705,117,415,175,3820,2619,2695,2563,3107,1549
YGR269W,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
YGR271C-A|YGR272C,48,38,23,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,2,8,2,0,0,0
YGR273C,1977,1521,1534,228,173,536,134,93,141,279,58,187,261,105,127,1667,7314,2199,1323,989,934,314,300,150
YGR291C,2871,2192,2456,565,236,813,314,272,327,357,265,420,434,324,610,2995,11918,2910,1953,1535,1455,431,464,189
YHI9,541,527,417,996,937,1718,783,1153,840,647,1017,967,862,1209,1471,126,553,33,1225,742,819,1041,1400,657
YHK8,979,693,638,1549,818,1479,720,622,661,776,550,798,830,513,806,228,1469,349,1654,920,1277,951,689,385
YHL005C,9,18,21,0,2,14,2,4,2,0,0,0,2,0,2,8,29,0,7,18,7,4,25,6
